case_id,case_description,element_id,x_mm,y_mm,area_mm2,stress_vm_mpa,displacement_mm,temperature_c,heat_flux_w_mm2,block_id
case_02_added_fillet,Added fillet near high-stress region,37,73.4694,0.0,3.732146,77.5048,0.146991,77.716,0.02326531,4
case_02_added_fillet,Added fillet near high-stress region,38,75.5102,0.0,4.167652,83.7982,0.153923,76.0133,0.02307662,4
case_02_added_fillet,Added fillet near high-stress region,39,77.551,0.0,3.8543,72.955,0.149282,77.0799,0.02026304,4
case_02_added_fillet,Added fillet near high-stress region,40,79.5918,0.0,4.412127,75.9446,0.160439,74.0338,0.02013032,4
case_02_added_fillet,Added fillet near high-stress region,41,81.6327,0.0,4.119095,74.0308,0.161227,74.0812,0.02136894,5
case_02_added_fillet,Added fillet near high-stress region,42,83.6735,0.0,4.617251,73.6596,0.166993,77.728,0.01934453,5
case_02_added_fillet,Added fillet near high-stress region,43,85.7143,0.0,4.45048,81.2259,0.182965,76.1244,0.02067408,5
case_02_added_fillet,Added fillet near high-stress region,44,87.7551,0.0,3.961931,77.3733,0.18158,76.1266,0.02221014,5
case_02_added_fillet,Added fillet near high-stress region,45,89.7959,0.0,4.616724,75.3355,0.172422,74.6607,0.01950986,5
case_02_added_fillet,Added fillet near high-stress region,46,91.8367,0.0,4.582094,75.4675,0.183905,76.1231,0.0173619,5
case_02_added_fillet,Added fillet near high-stress region,47,93.8776,0.0,4.056533,75.3087,0.188411,74.6269,0.01934613,5
case_02_added_fillet,Added fillet near high-stress region,48,95.9184,0.0,3.931655,75.6217,0.187428,77.426,0.01806181,5
case_02_added_fillet,Added fillet near high-stress region,49,97.9592,0.0,4.428099,72.8544,0.193088,79.275,0.0176698,5
case_02_added_fillet,Added fillet near high-stress region,50,100.0,0.0,3.744528,76.3744,0.197104,76.5821,0.01817299,5
case_02_added_fillet,Added fillet near high-stress region,51,0.0,2.0571,3.820293,76.0299,0.06541,75.2607,0.01849656,1
case_02_added_fillet,Added fillet near high-stress region,52,2.0408,2.0571,3.577786,74.6421,0.067219,72.9827,0.01794654,1
case_02_added_fillet,Added fillet near high-stress region,53,4.0816,2.0571,4.559625,77.8502,0.072932,74.0021,0.01823377,1
case_02_added_fillet,Added fillet near high-stress region,54,6.1224,2.0571,4.405876,78.1699,0.073746,77.8896,0.02184805,1
case_02_added_fillet,Added fillet near high-stress region,55,8.1633,2.0571,4.456651,75.4191,0.071779,74.789,0.02097621,1
case_02_added_fillet,Added fillet near high-stress region,56,10.2041,2.0571,4.551822,76.92,0.072836,75.5792,0.02084129,1
case_02_added_fillet,Added fillet near high-stress region,57,12.2449,2.0571,4.146506,85.0625,0.077172,76.8108,0.02019461,1
case_02_added_fillet,Added fillet near high-stress region,58,14.2857,2.0571,4.284829,85.042,0.082697,77.8032,0.0188856,1
case_02_added_fillet,Added fillet near high-stress region,59,16.3265,2.0571,3.744584,74.0762,0.080565,75.7849,0.02246964,1
case_02_added_fillet,Added fillet near high-stress region,60,18.3673,2.0571,3.712761,74.7385,0.089168,75.5387,0.02136571,1
case_02_added_fillet,Added fillet near high-stress region,61,20.4082,2.0571,4.41035,74.4237,0.081782,76.1101,0.02063907,2
case_02_added_fillet,Added fillet near high-stress region,62,22.449,2.0571,4.161847,82.0272,0.087303,75.2708,0.02147904,2
case_02_added_fillet,Added fillet near high-stress region,63,24.4898,2.0571,4.280414,77.1116,0.087151,75.3351,0.0207154,2
case_02_added_fillet,Added fillet near high-stress region,64,26.5306,2.0571,4.53201,79.4858,0.093028,76.5176,0.02405225,2
case_02_added_fillet,Added fillet near high-stress region,65,28.5714,2.0571,4.367925,85.7196,0.089723,76.2453,0.02377182,2
case_02_added_fillet,Added fillet near high-stress region,66,30.6122,2.0571,4.265733,78.708,0.102795,78.5805,0.02327901,2
case_02_added_fillet,Added fillet near high-stress region,67,32.6531,2.0571,4.272821,81.1599,0.09062,76.5487,0.02317888,2
case_02_added_fillet,Added fillet near high-stress region,68,34.6939,2.0571,3.951331,80.3899,0.1066,77.4029,0.02243479,2
case_02_added_fillet,Added fillet near high-stress region,69,36.7347,2.0571,3.607327,76.3436,0.102509,74.7354,0.02044878,2
case_02_added_fillet,Added fillet near high-stress region,70,38.7755,2.0571,4.118548,81.9177,0.106824,76.6505,0.02168719,2
case_02_added_fillet,Added fillet near high-stress region,71,40.8163,2.0571,3.838777,75.0406,0.11247,75.1521,0.02282922,3
case_02_added_fillet,Added fillet near high-stress region,72,42.8571,2.0571,4.083045,82.5215,0.113131,76.4935,0.02271372,3
case_02_added_fillet,Added fillet near high-stress region,73,44.898,2.0571,4.643353,75.6187,0.109399,76.8445,0.02457009,3
case_02_added_fillet,Added fillet near high-stress region,74,46.9388,2.0571,3.863154,75.8759,0.117385,76.0774,0.02540874,3
case_02_added_fillet,Added fillet near high-stress region,75,48.9796,2.0571,3.641944,73.6445,0.125168,78.9056,0.02402664,3
case_02_added_fillet,Added fillet near high-stress region,76,51.0204,2.0571,3.922909,74.1526,0.116907,77.7296,0.02633269,3
case_02_added_fillet,Added fillet near high-stress region,77,53.0612,2.0571,3.938287,75.8495,0.131733,77.428,0.02301722,3
case_02_added_fillet,Added fillet near high-stress region,78,55.102,2.0571,4.402181,68.8056,0.127649,76.9317,0.02393284,3
case_02_added_fillet,Added fillet near high-stress region,79,57.1429,2.0571,4.270081,76.4822,0.127262,78.1298,0.02397682,3
case_02_added_fillet,Added fillet near high-stress region,80,59.1837,2.0571,4.555813,75.5117,0.128353,74.2886,0.02558163,3
case_02_added_fillet,Added fillet near high-stress region,81,61.2245,2.0571,4.4052,80.0497,0.134004,77.6566,0.02396559,4
case_02_added_fillet,Added fillet near high-stress region,82,63.2653,2.0571,4.080347,78.7627,0.130087,74.822,0.02384444,4
case_02_added_fillet,Added fillet near high-stress region,83,65.3061,2.0571,4.593752,74.8044,0.139298,75.3336,0.02097372,4
case_02_added_fillet,Added fillet near high-stress region,84,67.3469,2.0571,3.778811,75.6757,0.142996,76.6837,0.02189339,4
case_02_added_fillet,Added fillet near high-stress region,85,69.3878,2.0571,3.597118,76.4592,0.142876,77.4892,0.02465068,4
case_02_added_fillet,Added fillet near high-stress region,86,71.4286,2.0571,3.681926,82.4811,0.153328,74.6244,0.01963443,4
case_02_added_fillet,Added fillet near high-stress region,87,73.4694,2.0571,4.478307,74.4022,0.152662,75.393,0.02448091,4
case_02_added_fillet,Added fillet near high-stress region,88,75.5102,2.0571,4.150236,74.7611,0.154229,76.1245,0.02291431,4
case_02_added_fillet,Added fillet near high-stress region,89,77.551,2.0571,3.771631,73.3302,0.158741,75.7832,0.02072259,4
case_02_added_fillet,Added fillet near high-stress region,90,79.5918,2.0571,4.199567,72.093,0.164768,77.0311,0.02025685,4
case_02_added_fillet,Added fillet near high-stress region,91,81.6327,2.0571,3.760346,78.3547,0.16698,80.1288,0.02399329,5
case_02_added_fillet,Added fillet near high-stress region,92,83.6735,2.0571,4.445511,77.9903,0.167256,76.5084,0.02289573,5
case_02_added_fillet,Added fillet near high-stress region,93,85.7143,2.0571,4.130436,81.7698,0.173969,75.1225,0.0202151,5
case_02_added_fillet,Added fillet near high-stress region,94,87.7551,2.0571,4.0484,80.925,0.176702,74.4485,0.02019973,5
case_02_added_fillet,Added fillet near high-stress region,95,89.7959,2.0571,3.94826,85.67,0.175818,75.6136,0.01862173,5
case_02_added_fillet,Added fillet near high-stress region,96,91.8367,2.0571,4.362338,77.0215,0.182724,74.8752,0.01937758,5
case_02_added_fillet,Added fillet near high-stress region,97,93.8776,2.0571,4.024207,76.3682,0.189729,76.5642,0.0177419,5
case_02_added_fillet,Added fillet near high-stress region,98,95.9184,2.0571,3.678906,72.7292,0.193265,76.5452,0.01820699,5
case_02_added_fillet,Added fillet near high-stress region,99,97.9592,2.0571,3.717139,79.718,0.193651,75.4467,0.02060879,5
case_02_added_fillet,Added fillet near high-stress region,100,100.0,2.0571,4.779999,77.6949,0.200903,78.3842,0.01731658,5
case_02_added_fillet,Added fillet near high-stress region,101,0.0,4.1143,4.712848,79.5721,0.069055,75.1527,0.01588797,1
case_02_added_fillet,Added fillet near high-stress region,102,2.0408,4.1143,4.449777,73.3186,0.069727,75.8926,0.01583849,1
case_02_added_fillet,Added fillet near high-stress region,103,4.0816,4.1143,3.90337,78.5596,0.073416,76.8035,0.01850501,1
case_02_added_fillet,Added fillet near high-stress region,104,6.1224,4.1143,4.789167,78.0876,0.081517,77.1075,0.01759577,1
case_02_added_fillet,Added fillet near high-stress region,105,8.1633,4.1143,4.549331,77.9219,0.077445,77.5705,0.01952454,1
case_02_added_fillet,Added fillet near high-stress region,106,10.2041,4.1143,4.471419,75.1453,0.077091,76.5519,0.01713595,1
case_02_added_fillet,Added fillet near high-stress region,107,12.2449,4.1143,4.134473,81.8466,0.085886,77.299,0.02100249,1
case_02_added_fillet,Added fillet near high-stress region,108,14.2857,4.1143,3.911395,85.0613,0.080184,75.2399,0.01876848,1
case_02_added_fillet,Added fillet near high-stress region,109,16.3265,4.1143,3.689915,74.2568,0.091988,77.1397,0.02080787,1
case_02_added_fillet,Added fillet near high-stress region,110,18.3673,4.1143,4.705318,80.973,0.08281,77.1235,0.0205972,1
case_02_added_fillet,Added fillet near high-stress region,111,20.4082,4.1143,4.142552,68.7212,0.082696,77.8531,0.02403349,2
case_02_added_fillet,Added fillet near high-stress region,112,22.449,4.1143,3.823385,81.482,0.088043,74.0352,0.02204797,2
case_02_added_fillet,Added fillet near high-stress region,113,24.4898,4.1143,3.953858,72.9144,0.089751,74.9483,0.02502599,2
case_02_added_fillet,Added fillet near high-stress region,114,26.5306,4.1143,4.298026,77.8722,0.089624,77.0241,0.02324683,2
case_02_added_fillet,Added fillet near high-stress region,115,28.5714,4.1143,3.791154,75.262,0.105436,72.8541,0.02482145,2
case_02_added_fillet,Added fillet near high-stress region,116,30.6122,4.1143,4.647398,79.1285,0.098539,76.6255,0.0226263,2
case_02_added_fillet,Added fillet near high-stress region,117,32.6531,4.1143,4.52385,82.7183,0.101418,77.3061,0.0236914,2
case_02_added_fillet,Added fillet near high-stress region,118,34.6939,4.1143,4.474659,73.0694,0.100069,75.3418,0.02521128,2
case_02_added_fillet,Added fillet near high-stress region,119,36.7347,4.1143,4.112724,78.0166,0.102017,75.5163,0.02492659,2
case_02_added_fillet,Added fillet near high-stress region,120,38.7755,4.1143,4.358593,77.1373,0.110895,74.7426,0.02452638,2
case_02_added_fillet,Added fillet near high-stress region,121,40.8163,4.1143,4.30417,84.1193,0.102607,75.4047,0.02337298,3
case_02_added_fillet,Added fillet near high-stress region,122,42.8571,4.1143,4.386979,79.7722,0.107308,75.4385,0.02373539,3
case_02_added_fillet,Added fillet near high-stress region,123,44.898,4.1143,3.674869,73.8614,0.113508,75.2091,0.02576196,3
case_02_added_fillet,Added fillet near high-stress region,124,46.9388,4.1143,4.092212,76.1082,0.122568,75.1422,0.02612916,3
case_02_added_fillet,Added fillet near high-stress region,125,48.9796,4.1143,3.620925,83.036,0.118378,75.7011,0.0232485,3
case_02_added_fillet,Added fillet near high-stress region,126,51.0204,4.1143,4.190682,79.9714,0.1243,75.6854,0.02302222,3
case_02_added_fillet,Added fillet near high-stress region,127,53.0612,4.1143,3.983965,74.1785,0.125549,78.273,0.02275429,3
case_02_added_fillet,Added fillet near high-stress region,128,55.102,4.1143,3.750538,76.4082,0.13347,75.5498,0.02530034,3
case_02_added_fillet,Added fillet near high-stress region,129,57.1429,4.1143,3.698747,76.4908,0.124835,76.4347,0.02257977,3
case_02_added_fillet,Added fillet near high-stress region,130,59.1837,4.1143,4.308637,75.4144,0.137048,75.3283,0.0250918,3
case_02_added_fillet,Added fillet near high-stress region,131,61.2245,4.1143,3.783371,71.3029,0.13628,75.3119,0.02454901,4
case_02_added_fillet,Added fillet near high-stress region,132,63.2653,4.1143,4.733679,74.9127,0.143786,73.973,0.02275214,4
case_02_added_fillet,Added fillet near high-stress region,133,65.3061,4.1143,4.300345,82.1446,0.13986,74.1315,0.02572975,4
case_02_added_fillet,Added fillet near high-stress region,134,67.3469,4.1143,4.005387,75.9475,0.146323,74.5676,0.02098039,4
case_02_added_fillet,Added fillet near high-stress region,135,69.3878,4.1143,4.312757,76.9198,0.148942,76.2353,0.02542941,4
case_02_added_fillet,Added fillet near high-stress region,136,71.4286,4.1143,3.597234,77.7729,0.148506,77.3052,0.02316224,4
case_02_added_fillet,Added fillet near high-stress region,137,73.4694,4.1143,4.775795,85.0445,0.150594,73.8688,0.01929604,4
case_02_added_fillet,Added fillet near high-stress region,138,75.5102,4.1143,4.175962,77.312,0.156629,75.3529,0.02449605,4
case_02_added_fillet,Added fillet near high-stress region,139,77.551,4.1143,4.554349,81.1096,0.162741,74.3705,0.02324945,4
case_02_added_fillet,Added fillet near high-stress region,140,79.5918,4.1143,3.67271,75.1871,0.162499,75.6927,0.02081392,4
case_02_added_fillet,Added fillet near high-stress region,141,81.6327,4.1143,4.181447,76.3727,0.167546,77.2999,0.01965784,5
case_02_added_fillet,Added fillet near high-stress region,142,83.6735,4.1143,4.186546,77.3244,0.164696,75.4719,0.01838504,5
case_02_added_fillet,Added fillet near high-stress region,143,85.7143,4.1143,4.749682,74.5709,0.174162,75.9504,0.02398206,5
case_02_added_fillet,Added fillet near high-stress region,144,87.7551,4.1143,4.28859,76.5673,0.183178,77.753,0.01858216,5
case_02_added_fillet,Added fillet near high-stress region,145,89.7959,4.1143,4.164861,80.3884,0.185375,76.5555,0.01766991,5
case_02_added_fillet,Added fillet near high-stress region,146,91.8367,4.1143,3.904762,74.4789,0.185709,75.0933,0.01955658,5
case_02_added_fillet,Added fillet near high-stress region,147,93.8776,4.1143,3.986116,77.2804,0.190565,76.1956,0.01628031,5
case_02_added_fillet,Added fillet near high-stress region,148,95.9184,4.1143,4.224287,79.7606,0.189842,75.0113,0.01684204,5
case_02_added_fillet,Added fillet near high-stress region,149,97.9592,4.1143,4.121311,74.3944,0.203247,76.5085,0.01938052,5
case_02_added_fillet,Added fillet near high-stress region,150,100.0,4.1143,3.595733,81.114,0.208646,76.6219,0.01815633,5
case_02_added_fillet,Added fillet near high-stress region,151,0.0,6.1714,4.609207,77.5561,0.075777,74.4133,0.01688045,1
case_02_added_fillet,Added fillet near high-stress region,152,2.0408,6.1714,4.697205,76.7444,0.086029,76.2651,0.01790682,1
case_02_added_fillet,Added fillet near high-stress region,153,4.0816,6.1714,3.745153,70.3327,0.073844,75.9147,0.01763329,1
case_02_added_fillet,Added fillet near high-stress region,154,6.1224,6.1714,4.266308,76.1205,0.072665,76.7102,0.0186182,1
case_02_added_fillet,Added fillet near high-stress region,155,8.1633,6.1714,3.705262,78.8379,0.076097,77.0548,0.01797753,1
case_02_added_fillet,Added fillet near high-stress region,156,10.2041,6.1714,4.415183,83.8141,0.079457,76.6305,0.01865212,1
case_02_added_fillet,Added fillet near high-stress region,157,12.2449,6.1714,3.92272,79.9371,0.091101,75.6941,0.01900022,1
case_02_added_fillet,Added fillet near high-stress region,158,14.2857,6.1714,4.39904,82.2247,0.08235,77.178,0.01921111,1
case_02_added_fillet,Added fillet near high-stress region,159,16.3265,6.1714,4.484145,74.4783,0.081754,75.0103,0.02223777,1
case_02_added_fillet,Added fillet near high-stress region,160,18.3673,6.1714,4.536606,78.7775,0.083405,74.4732,0.02218587,1
case_02_added_fillet,Added fillet near high-stress region,161,20.4082,6.1714,3.70421,84.0612,0.093447,72.2231,0.01997628,2
case_02_added_fillet,Added fillet near high-stress region,162,22.449,6.1714,4.722207,77.2585,0.094841,75.9728,0.01991127,2
case_02_added_fillet,Added fillet near high-stress region,163,24.4898,6.1714,3.858462,84.271,0.090948,75.0705,0.02177756,2
case_02_added_fillet,Added fillet near high-stress region,164,26.5306,6.1714,3.615633,83.8731,0.087495,76.5329,0.02553831,2
case_02_added_fillet,Added fillet near high-stress region,165,28.5714,6.1714,4.267336,82.5133,0.092657,73.6892,0.02103581,2
case_02_added_fillet,Added fillet near high-stress region,166,30.6122,6.1714,4.035681,80.4437,0.106293,75.277,0.02258651,2
case_02_added_fillet,Added fillet near high-stress region,167,32.6531,6.1714,4.613613,77.9753,0.10446,76.6168,0.02319035,2
case_02_added_fillet,Added fillet near high-stress region,168,34.6939,6.1714,4.586486,87.2891,0.104321,74.8154,0.02310025,2
case_02_added_fillet,Added fillet near high-stress region,169,36.7347,6.1714,3.967942,82.7975,0.113946,76.541,0.02275801,2
case_02_added_fillet,Added fillet near high-stress region,170,38.7755,6.1714,4.768666,81.2135,0.116769,75.38,0.02533548,2
case_02_added_fillet,Added fillet near high-stress region,171,40.8163,6.1714,3.934917,77.9988,0.11131,76.0076,0.02441687,3
case_02_added_fillet,Added fillet near high-stress region,172,42.8571,6.1714,4.217215,79.0384,0.113952,76.7596,0.02511044,3
case_02_added_fillet,Added fillet near high-stress region,173,44.898,6.1714,3.890895,79.0194,0.114313,77.1872,0.02480616,3
case_02_added_fillet,Added fillet near high-stress region,174,46.9388,6.1714,4.747437,79.4714,0.118168,76.1532,0.02531684,3
case_02_added_fillet,Added fillet near high-stress region,175,48.9796,6.1714,3.775833,80.3635,0.116075,75.0638,0.02637961,3
case_02_added_fillet,Added fillet near high-stress region,176,51.0204,6.1714,3.625077,74.8582,0.118817,75.4894,0.02599977,3
case_02_added_fillet,Added fillet near high-stress region,177,53.0612,6.1714,4.116507,72.3334,0.120691,76.8017,0.02746373,3
case_02_added_fillet,Added fillet near high-stress region,178,55.102,6.1714,4.818386,77.6797,0.134765,74.8102,0.02574907,3
case_02_added_fillet,Added fillet near high-stress region,179,57.1429,6.1714,4.691559,71.2212,0.127071,75.8203,0.02283886,3
case_02_added_fillet,Added fillet near high-stress region,180,59.1837,6.1714,4.511366,76.1768,0.144047,75.5693,0.02500771,3
case_02_added_fillet,Added fillet near high-stress region,181,61.2245,6.1714,4.690444,75.5134,0.136297,75.9066,0.02467028,4
case_02_added_fillet,Added fillet near high-stress region,182,63.2653,6.1714,4.693787,79.0098,0.149179,74.8178,0.02632766,4
case_02_added_fillet,Added fillet near high-stress region,183,65.3061,6.1714,4.222002,84.2247,0.14382,73.8048,0.02181443,4
case_02_added_fillet,Added fillet near high-stress region,184,67.3469,6.1714,3.966418,70.4784,0.142104,76.6503,0.02389614,4
case_02_added_fillet,Added fillet near high-stress region,185,69.3878,6.1714,4.540844,85.2436,0.156631,77.1806,0.0218086,4
case_02_added_fillet,Added fillet near high-stress region,186,71.4286,6.1714,4.401859,76.4681,0.160266,73.8714,0.02334792,4
case_02_added_fillet,Added fillet near high-stress region,187,73.4694,6.1714,4.039126,78.501,0.154234,76.463,0.02198483,4
case_02_added_fillet,Added fillet near high-stress region,188,75.5102,6.1714,3.687492,72.3316,0.159767,77.3185,0.02273406,4
case_02_added_fillet,Added fillet near high-stress region,189,77.551,6.1714,4.509076,80.7722,0.160741,76.7322,0.01958854,4
case_02_added_fillet,Added fillet near high-stress region,190,79.5918,6.1714,3.899076,77.4279,0.167188,75.5156,0.02256565,4
case_02_added_fillet,Added fillet near high-stress region,191,81.6327,6.1714,4.748406,77.0672,0.17144,74.882,0.02134059,5
case_02_added_fillet,Added fillet near high-stress region,192,83.6735,6.1714,3.87201,70.501,0.172976,76.11,0.02090083,5
case_02_added_fillet,Added fillet near high-stress region,193,85.7143,6.1714,3.723124,77.5397,0.170512,76.3089,0.02322574,5
case_02_added_fillet,Added fillet near high-stress region,194,87.7551,6.1714,4.615279,80.2414,0.178903,76.1254,0.01934288,5
case_02_added_fillet,Added fillet near high-stress region,195,89.7959,6.1714,3.761571,76.4538,0.187511,75.7932,0.02003615,5
case_02_added_fillet,Added fillet near high-stress region,196,91.8367,6.1714,3.794297,81.3902,0.187364,74.7092,0.01927085,5
case_02_added_fillet,Added fillet near high-stress region,197,93.8776,6.1714,4.323421,81.2455,0.190424,76.5148,0.01900838,5
case_02_added_fillet,Added fillet near high-stress region,198,95.9184,6.1714,4.670002,75.0364,0.191575,76.5718,0.02162979,5
case_02_added_fillet,Added fillet near high-stress region,199,97.9592,6.1714,3.815918,82.863,0.196453,76.247,0.01797513,5
case_02_added_fillet,Added fillet near high-stress region,200,100.0,6.1714,3.959358,77.4386,0.208154,76.1386,0.01660912,5
case_02_added_fillet,Added fillet near high-stress region,201,0.0,8.2286,4.547635,77.4866,0.07265,78.096,0.02026635,1
case_02_added_fillet,Added fillet near high-stress region,202,2.0408,8.2286,4.792504,77.6919,0.08064,75.3332,0.01740576,1
case_02_added_fillet,Added fillet near high-stress region,203,4.0816,8.2286,4.199184,77.6481,0.078843,77.6215,0.01586515,1
case_02_added_fillet,Added fillet near high-stress region,204,6.1224,8.2286,3.749748,68.3035,0.08074,75.2041,0.01756394,1
case_02_added_fillet,Added fillet near high-stress region,205,8.1633,8.2286,3.586066,77.0284,0.078097,77.4165,0.01720261,1
case_02_added_fillet,Added fillet near high-stress region,206,10.2041,8.2286,3.857759,73.1636,0.081019,77.5665,0.01676321,1
case_02_added_fillet,Added fillet near high-stress region,207,12.2449,8.2286,3.73454,84.0068,0.08392,75.7353,0.01930106,1
case_02_added_fillet,Added fillet near high-stress region,208,14.2857,8.2286,4.422007,84.3812,0.083483,78.0803,0.02011289,1
case_02_added_fillet,Added fillet near high-stress region,209,16.3265,8.2286,3.721958,82.4719,0.088609,76.6499,0.02235031,1
case_02_added_fillet,Added fillet near high-stress region,210,18.3673,8.2286,4.206223,79.4455,0.090919,75.0341,0.0218721,1
case_02_added_fillet,Added fillet near high-stress region,211,20.4082,8.2286,4.442919,77.6285,0.099668,75.6373,0.02213798,2
case_02_added_fillet,Added fillet near high-stress region,212,22.449,8.2286,4.300415,79.7466,0.094056,77.4449,0.02024102,2
case_02_added_fillet,Added fillet near high-stress region,213,24.4898,8.2286,3.820126,89.662,0.087332,77.1923,0.02320993,2
case_02_added_fillet,Added fillet near high-stress region,214,26.5306,8.2286,4.581288,81.0795,0.101741,74.8138,0.0242529,2
case_02_added_fillet,Added fillet near high-stress region,215,28.5714,8.2286,4.469551,75.6367,0.098447,75.915,0.02302211,2
case_02_added_fillet,Added fillet near high-stress region,216,30.6122,8.2286,4.499245,87.5523,0.109546,76.3248,0.02330783,2
case_02_added_fillet,Added fillet near high-stress region,217,32.6531,8.2286,3.733577,88.9407,0.109679,75.4698,0.02099942,2
case_02_added_fillet,Added fillet near high-stress region,218,34.6939,8.2286,3.724378,88.9521,0.104129,78.9064,0.02467822,2
case_02_added_fillet,Added fillet near high-stress region,219,36.7347,8.2286,4.736755,86.023,0.111449,76.3555,0.02594481,2
case_02_added_fillet,Added fillet near high-stress region,220,38.7755,8.2286,4.069253,85.7216,0.108651,75.9989,0.02391115,2
case_02_added_fillet,Added fillet near high-stress region,221,40.8163,8.2286,3.947551,80.8091,0.113555,77.5,0.0226639,3
case_02_added_fillet,Added fillet near high-stress region,222,42.8571,8.2286,4.183873,72.5254,0.118817,75.6306,0.02341618,3
case_02_added_fillet,Added fillet near high-stress region,223,44.898,8.2286,4.403374,79.1747,0.123183,77.2756,0.02310688,3
case_02_added_fillet,Added fillet near high-stress region,224,46.9388,8.2286,4.772097,80.6794,0.124978,74.0633,0.02324944,3
case_02_added_fillet,Added fillet near high-stress region,225,48.9796,8.2286,3.929285,77.6002,0.124411,75.518,0.02478875,3
