case_id,case_description,element_id,x_mm,y_mm,area_mm2,stress_vm_mpa,displacement_mm,temperature_c,heat_flux_w_mm2,block_id
case_01_baseline,Baseline design,139,77.551,4.1143,4.554349,89.2368,0.166942,77.3133,0.022871,4
case_01_baseline,Baseline design,140,79.5918,4.1143,3.67271,89.5535,0.166502,76.149,0.02178287,4
case_01_baseline,Baseline design,141,81.6327,4.1143,4.181447,91.4209,0.174672,78.553,0.02139041,5
case_01_baseline,Baseline design,142,83.6735,4.1143,4.186546,88.2834,0.178647,77.4685,0.02145375,5
case_01_baseline,Baseline design,143,85.7143,4.1143,4.749682,87.7067,0.176155,76.7168,0.02109569,5
case_01_baseline,Baseline design,144,87.7551,4.1143,4.28859,91.8237,0.180766,77.3414,0.0208308,5
case_01_baseline,Baseline design,145,89.7959,4.1143,4.164861,88.8799,0.177378,79.2918,0.01927232,5
case_01_baseline,Baseline design,146,91.8367,4.1143,3.904762,89.4066,0.185491,78.7291,0.01891447,5
case_01_baseline,Baseline design,147,93.8776,4.1143,3.986116,89.2659,0.190489,77.849,0.01913886,5
case_01_baseline,Baseline design,148,95.9184,4.1143,4.224287,93.8283,0.197393,78.7474,0.01881371,5
case_01_baseline,Baseline design,149,97.9592,4.1143,4.121311,91.1876,0.196983,76.6109,0.01778307,5
case_01_baseline,Baseline design,150,100.0,4.1143,3.595733,91.375,0.20241,78.0424,0.01848595,5
case_01_baseline,Baseline design,151,0.0,6.1714,4.609207,94.1144,0.07175,78.2307,0.01527786,1
case_01_baseline,Baseline design,152,2.0408,6.1714,4.697205,91.5533,0.077895,77.4911,0.01733663,1
case_01_baseline,Baseline design,153,4.0816,6.1714,3.745153,91.1228,0.07983,78.5783,0.01844299,1
case_01_baseline,Baseline design,154,6.1224,6.1714,4.266308,93.823,0.080864,77.12,0.01800572,1
case_01_baseline,Baseline design,155,8.1633,6.1714,3.705262,94.645,0.080596,78.6689,0.02215539,1
case_01_baseline,Baseline design,156,10.2041,6.1714,4.415183,91.9917,0.07581,78.7198,0.02015456,1
case_01_baseline,Baseline design,157,12.2449,6.1714,3.92272,93.0791,0.081043,74.5573,0.02079736,1
case_01_baseline,Baseline design,158,14.2857,6.1714,4.39904,90.4577,0.083549,79.4864,0.02020289,1
case_01_baseline,Baseline design,159,16.3265,6.1714,4.484145,90.6902,0.085318,74.4008,0.02128757,1
case_01_baseline,Baseline design,160,18.3673,6.1714,4.536606,97.0032,0.089074,77.3186,0.01985825,1
case_01_baseline,Baseline design,161,20.4082,6.1714,3.70421,96.5437,0.096403,79.2879,0.02178117,2
case_01_baseline,Baseline design,162,22.449,6.1714,4.722207,97.2668,0.095955,77.6762,0.02096857,2
case_01_baseline,Baseline design,163,24.4898,6.1714,3.858462,97.2838,0.090836,76.2969,0.02227819,2
case_01_baseline,Baseline design,164,26.5306,6.1714,3.615633,96.9551,0.09965,76.7431,0.01915535,2
case_01_baseline,Baseline design,165,28.5714,6.1714,4.267336,99.5229,0.101716,79.2869,0.02158363,2
case_01_baseline,Baseline design,166,30.6122,6.1714,4.035681,100.4088,0.098212,75.7478,0.02573026,2
case_01_baseline,Baseline design,167,32.6531,6.1714,4.613613,100.1266,0.107176,79.4072,0.02501597,2
case_01_baseline,Baseline design,168,34.6939,6.1714,4.586486,96.1654,0.105542,77.9851,0.02596125,2
case_01_baseline,Baseline design,169,36.7347,6.1714,3.967942,100.7902,0.103004,76.619,0.02625202,2
case_01_baseline,Baseline design,170,38.7755,6.1714,4.768666,96.0631,0.11298,77.3487,0.02534233,2
case_01_baseline,Baseline design,171,40.8163,6.1714,3.934917,96.7893,0.114596,76.8263,0.02378998,3
case_01_baseline,Baseline design,172,42.8571,6.1714,4.217215,94.9228,0.115439,79.0849,0.02302329,3
case_01_baseline,Baseline design,173,44.898,6.1714,3.890895,94.2489,0.118871,78.9229,0.02638217,3
case_01_baseline,Baseline design,174,46.9388,6.1714,4.747437,90.3675,0.118865,75.9794,0.02481447,3
case_01_baseline,Baseline design,175,48.9796,6.1714,3.775833,95.0658,0.126951,77.5566,0.02848665,3
case_01_baseline,Baseline design,176,51.0204,6.1714,3.625077,102.3358,0.127151,77.0035,0.02419829,3
case_01_baseline,Baseline design,177,53.0612,6.1714,4.116507,90.9102,0.130851,79.59,0.02767791,3
case_01_baseline,Baseline design,178,55.102,6.1714,4.818386,92.3732,0.134518,76.4162,0.02442842,3
case_01_baseline,Baseline design,179,57.1429,6.1714,4.691559,90.5055,0.131419,79.9599,0.02658534,3
case_01_baseline,Baseline design,180,59.1837,6.1714,4.511366,90.3272,0.135451,77.9933,0.0270169,3
case_01_baseline,Baseline design,181,61.2245,6.1714,4.690444,97.4241,0.13322,76.6374,0.02280141,4
case_01_baseline,Baseline design,182,63.2653,6.1714,4.693787,89.6549,0.147392,77.2174,0.02344622,4
case_01_baseline,Baseline design,183,65.3061,6.1714,4.222002,90.3474,0.143396,77.0666,0.02243669,4
case_01_baseline,Baseline design,184,67.3469,6.1714,3.966418,86.449,0.151927,76.4973,0.02192902,4
case_01_baseline,Baseline design,185,69.3878,6.1714,4.540844,89.3531,0.156071,78.139,0.0245385,4
case_01_baseline,Baseline design,186,71.4286,6.1714,4.401859,86.0252,0.160224,76.55,0.02298409,4
case_01_baseline,Baseline design,187,73.4694,6.1714,4.039126,94.2157,0.156264,75.4053,0.02307696,4
case_01_baseline,Baseline design,188,75.5102,6.1714,3.687492,101.8031,0.164121,77.5644,0.02353156,4
case_01_baseline,Baseline design,189,77.551,6.1714,4.509076,90.7204,0.1744,75.8549,0.01959059,4
case_01_baseline,Baseline design,190,79.5918,6.1714,3.899076,86.1696,0.177949,77.1141,0.02396828,4
case_01_baseline,Baseline design,191,81.6327,6.1714,4.748406,95.1527,0.178448,76.9242,0.02115937,5
case_01_baseline,Baseline design,192,83.6735,6.1714,3.87201,89.4579,0.179291,76.9682,0.02211138,5
case_01_baseline,Baseline design,193,85.7143,6.1714,3.723124,96.5494,0.177396,80.4134,0.02186004,5
case_01_baseline,Baseline design,194,87.7551,6.1714,4.615279,91.0141,0.1878,78.0787,0.02258937,5
case_01_baseline,Baseline design,195,89.7959,6.1714,3.761571,89.7895,0.187834,78.3043,0.01996972,5
case_01_baseline,Baseline design,196,91.8367,6.1714,3.794297,91.3777,0.194283,75.8771,0.01652668,5
case_01_baseline,Baseline design,197,93.8776,6.1714,4.323421,94.6526,0.193115,77.223,0.01937597,5
case_01_baseline,Baseline design,198,95.9184,6.1714,4.670002,91.2043,0.198592,78.2653,0.01916422,5
case_01_baseline,Baseline design,199,97.9592,6.1714,3.815918,90.2616,0.203608,76.7767,0.01688113,5
case_01_baseline,Baseline design,200,100.0,6.1714,3.959358,91.3042,0.207636,79.0951,0.01822136,5
case_01_baseline,Baseline design,201,0.0,8.2286,4.547635,87.5872,0.080759,76.6377,0.01745847,1
case_01_baseline,Baseline design,202,2.0408,8.2286,4.792504,93.4675,0.077027,77.7388,0.01640576,1
case_01_baseline,Baseline design,203,4.0816,8.2286,4.199184,85.8958,0.074887,77.3805,0.01984529,1
case_01_baseline,Baseline design,204,6.1224,8.2286,3.749748,90.7181,0.087887,78.2821,0.0184072,1
case_01_baseline,Baseline design,205,8.1633,8.2286,3.586066,95.1312,0.092637,77.3172,0.01905279,1
case_01_baseline,Baseline design,206,10.2041,8.2286,3.857759,93.8433,0.085898,77.7614,0.01937124,1
case_01_baseline,Baseline design,207,12.2449,8.2286,3.73454,95.2978,0.08036,77.8036,0.02231259,1
case_01_baseline,Baseline design,208,14.2857,8.2286,4.422007,93.6174,0.084219,77.2059,0.02078215,1
case_01_baseline,Baseline design,209,16.3265,8.2286,3.721958,98.7252,0.091101,78.6692,0.02133464,1
case_01_baseline,Baseline design,210,18.3673,8.2286,4.206223,98.808,0.096272,78.3729,0.02091429,1
case_01_baseline,Baseline design,211,20.4082,8.2286,4.442919,98.1764,0.087983,77.98,0.02261412,2
case_01_baseline,Baseline design,212,22.449,8.2286,4.300415,100.9228,0.094342,77.569,0.02427226,2
case_01_baseline,Baseline design,213,24.4898,8.2286,3.820126,101.2726,0.097703,79.0405,0.02353109,2
case_01_baseline,Baseline design,214,26.5306,8.2286,4.581288,97.8692,0.102528,77.8004,0.02388188,2
case_01_baseline,Baseline design,215,28.5714,8.2286,4.469551,95.1551,0.099913,77.714,0.0240333,2
case_01_baseline,Baseline design,216,30.6122,8.2286,4.499245,101.4078,0.097315,78.2062,0.02130492,2
case_01_baseline,Baseline design,217,32.6531,8.2286,3.733577,101.541,0.108398,80.1148,0.02229039,2
case_01_baseline,Baseline design,218,34.6939,8.2286,3.724378,102.7986,0.112816,76.4686,0.02350338,2
case_01_baseline,Baseline design,219,36.7347,8.2286,4.736755,94.8048,0.110447,78.9989,0.02290454,2
case_01_baseline,Baseline design,220,38.7755,8.2286,4.069253,93.8706,0.114914,75.8013,0.02255445,2
case_01_baseline,Baseline design,221,40.8163,8.2286,3.947551,97.5904,0.113964,78.3318,0.02147573,3
case_01_baseline,Baseline design,222,42.8571,8.2286,4.183873,94.742,0.1151,79.9591,0.02237122,3
case_01_baseline,Baseline design,223,44.898,8.2286,4.403374,87.5393,0.12526,78.6533,0.0240871,3
case_01_baseline,Baseline design,224,46.9388,8.2286,4.772097,94.7699,0.125425,78.2697,0.02442215,3
case_01_baseline,Baseline design,225,48.9796,8.2286,3.929285,86.4614,0.128605,77.3904,0.02336442,3
case_01_baseline,Baseline design,226,51.0204,8.2286,4.733286,89.2755,0.135467,78.0983,0.02467328,3
case_01_baseline,Baseline design,227,53.0612,8.2286,3.599823,97.0753,0.128099,77.7567,0.02387819,3
case_01_baseline,Baseline design,228,55.102,8.2286,4.267771,98.5818,0.133015,77.1142,0.02611206,3
case_01_baseline,Baseline design,229,57.1429,8.2286,4.366989,87.852,0.138803,77.7076,0.02415442,3
case_01_baseline,Baseline design,230,59.1837,8.2286,3.701888,90.9054,0.138904,78.2916,0.02533568,3
case_01_baseline,Baseline design,231,61.2245,8.2286,3.745267,92.1826,0.147326,77.1309,0.02446437,4
case_01_baseline,Baseline design,232,63.2653,8.2286,4.096377,98.2562,0.146517,77.0819,0.02189936,4
case_01_baseline,Baseline design,233,65.3061,8.2286,4.785458,90.2923,0.146409,76.4148,0.02368454,4
case_01_baseline,Baseline design,234,67.3469,8.2286,4.319214,90.3469,0.153794,78.5136,0.02176102,4
case_01_baseline,Baseline design,235,69.3878,8.2286,4.743633,97.4364,0.157402,78.6965,0.02322292,4
case_01_baseline,Baseline design,236,71.4286,8.2286,4.581586,90.7041,0.163687,78.3173,0.02201571,4
case_01_baseline,Baseline design,237,73.4694,8.2286,4.157169,94.5432,0.164786,79.1947,0.02343339,4
case_01_baseline,Baseline design,238,75.5102,8.2286,4.556903,86.8447,0.16836,78.139,0.02055385,4
case_01_baseline,Baseline design,239,77.551,8.2286,3.590978,91.414,0.171134,78.501,0.02227751,4
case_01_baseline,Baseline design,240,79.5918,8.2286,3.705977,86.203,0.172472,78.3924,0.02278465,4
case_01_baseline,Baseline design,241,81.6327,8.2286,4.613158,88.3157,0.173768,77.9151,0.02294188,5
case_01_baseline,Baseline design,242,83.6735,8.2286,4.572084,94.945,0.18123,77.3854,0.02007404,5
case_01_baseline,Baseline design,243,85.7143,8.2286,3.861518,91.8313,0.182217,80.6769,0.02087359,5
case_01_baseline,Baseline design,244,87.7551,8.2286,4.237004,90.8875,0.193818,77.4753,0.02073827,5
case_01_baseline,Baseline design,245,89.7959,8.2286,4.331775,89.3825,0.195969,77.2166,0.02238784,5
case_01_baseline,Baseline design,246,91.8367,8.2286,4.661409,91.2298,0.196705,78.5346,0.01744188,5
case_01_baseline,Baseline design,247,93.8776,8.2286,4.328112,93.0552,0.199294,78.3144,0.01788722,5
case_01_baseline,Baseline design,248,95.9184,8.2286,4.088137,95.441,0.201065,76.325,0.02304552,5
case_01_baseline,Baseline design,249,97.9592,8.2286,4.039789,82.8125,0.200041,79.3567,0.01801077,5
case_01_baseline,Baseline design,250,100.0,8.2286,4.104901,89.0891,0.20792,77.8953,0.01516386,5
case_01_baseline,Baseline design,251,0.0,10.2857,4.389604,92.6126,0.081253,76.7862,0.01712617,1
case_01_baseline,Baseline design,252,2.0408,10.2857,4.661096,91.7663,0.082324,79.5481,0.01425077,1
case_01_baseline,Baseline design,253,4.0816,10.2857,4.140185,93.6271,0.084201,78.8744,0.01916787,1
case_01_baseline,Baseline design,254,6.1224,10.2857,3.880661,93.3291,0.087136,76.6078,0.02042027,1
case_01_baseline,Baseline design,255,8.1633,10.2857,3.866584,91.6151,0.081974,80.2592,0.01823225,1
case_01_baseline,Baseline design,256,10.2041,10.2857,4.5081,91.2837,0.083439,78.9181,0.01928123,1
case_01_baseline,Baseline design,257,12.2449,10.2857,4.596961,92.9154,0.093522,78.116,0.02175221,1
case_01_baseline,Baseline design,258,14.2857,10.2857,3.701108,98.6792,0.092458,80.0368,0.01811109,1
case_01_baseline,Baseline design,259,16.3265,10.2857,3.652342,93.2292,0.089564,78.3196,0.0191125,1
