case_id,case_description,element_id,x_mm,y_mm,area_mm2,stress_vm_mpa,displacement_mm,temperature_c,heat_flux_w_mm2,block_id
case_03_improved_cooling,Improved cooling boundary condition,110,18.3673,4.1143,4.705318,93.8102,0.096316,68.8511,0.02027341,1
case_03_improved_cooling,Improved cooling boundary condition,111,20.4082,4.1143,4.142552,92.7152,0.083271,69.9743,0.01900317,2
case_03_improved_cooling,Improved cooling boundary condition,112,22.449,4.1143,3.823385,90.2348,0.098198,66.4922,0.01589655,2
case_03_improved_cooling,Improved cooling boundary condition,113,24.4898,4.1143,3.953858,93.1737,0.093315,68.0013,0.01761575,2
case_03_improved_cooling,Improved cooling boundary condition,114,26.5306,4.1143,4.298026,90.3919,0.094373,70.9578,0.01838997,2
case_03_improved_cooling,Improved cooling boundary condition,115,28.5714,4.1143,3.791154,91.7795,0.101005,68.8949,0.02030637,2
case_03_improved_cooling,Improved cooling boundary condition,116,30.6122,4.1143,4.647398,94.0768,0.097203,67.18,0.01828602,2
case_03_improved_cooling,Improved cooling boundary condition,117,32.6531,4.1143,4.52385,91.0214,0.105633,68.6751,0.02029672,2
case_03_improved_cooling,Improved cooling boundary condition,118,34.6939,4.1143,4.474659,92.2041,0.102313,69.7592,0.0182453,2
case_03_improved_cooling,Improved cooling boundary condition,119,36.7347,4.1143,4.112724,93.9644,0.109294,65.4768,0.02041976,2
case_03_improved_cooling,Improved cooling boundary condition,120,38.7755,4.1143,4.358593,92.703,0.116493,68.7433,0.02110477,2
case_03_improved_cooling,Improved cooling boundary condition,121,40.8163,4.1143,4.30417,94.1293,0.115318,68.0839,0.02285895,3
case_03_improved_cooling,Improved cooling boundary condition,122,42.8571,4.1143,4.386979,97.5907,0.115007,66.5595,0.02112924,3
case_03_improved_cooling,Improved cooling boundary condition,123,44.898,4.1143,3.674869,91.5821,0.121336,68.6272,0.01960682,3
case_03_improved_cooling,Improved cooling boundary condition,124,46.9388,4.1143,4.092212,87.2514,0.11632,68.3642,0.02311904,3
case_03_improved_cooling,Improved cooling boundary condition,125,48.9796,4.1143,3.620925,90.4652,0.121414,68.4981,0.02062874,3
case_03_improved_cooling,Improved cooling boundary condition,126,51.0204,4.1143,4.190682,90.1792,0.12592,68.1082,0.02206411,3
case_03_improved_cooling,Improved cooling boundary condition,127,53.0612,4.1143,3.983965,90.5956,0.133706,67.2996,0.01996092,3
case_03_improved_cooling,Improved cooling boundary condition,128,55.102,4.1143,3.750538,93.6245,0.135144,66.7785,0.0209693,3
case_03_improved_cooling,Improved cooling boundary condition,129,57.1429,4.1143,3.698747,82.4641,0.138668,67.6946,0.01956062,3
case_03_improved_cooling,Improved cooling boundary condition,130,59.1837,4.1143,4.308637,93.6382,0.139468,69.5536,0.02115211,3
case_03_improved_cooling,Improved cooling boundary condition,131,61.2245,4.1143,3.783371,94.8064,0.139518,68.8013,0.02175784,4
case_03_improved_cooling,Improved cooling boundary condition,132,63.2653,4.1143,4.733679,90.3133,0.151757,68.4377,0.01967092,4
case_03_improved_cooling,Improved cooling boundary condition,133,65.3061,4.1143,4.300345,90.3952,0.146188,67.272,0.01942583,4
case_03_improved_cooling,Improved cooling boundary condition,134,67.3469,4.1143,4.005387,87.476,0.15387,68.07,0.02060564,4
case_03_improved_cooling,Improved cooling boundary condition,135,69.3878,4.1143,4.312757,88.3435,0.155,69.4022,0.01863055,4
case_03_improved_cooling,Improved cooling boundary condition,136,71.4286,4.1143,3.597234,90.764,0.160993,69.1222,0.01736925,4
case_03_improved_cooling,Improved cooling boundary condition,137,73.4694,4.1143,4.775795,90.5386,0.159649,67.9426,0.01993539,4
case_03_improved_cooling,Improved cooling boundary condition,138,75.5102,4.1143,4.175962,90.8435,0.169649,65.3804,0.01898583,4
case_03_improved_cooling,Improved cooling boundary condition,139,77.551,4.1143,4.554349,90.5143,0.174356,67.7031,0.01867929,4
case_03_improved_cooling,Improved cooling boundary condition,140,79.5918,4.1143,3.67271,91.4652,0.176248,67.9325,0.01936395,4
case_03_improved_cooling,Improved cooling boundary condition,141,81.6327,4.1143,4.181447,91.0739,0.176389,67.4221,0.019269,5
case_03_improved_cooling,Improved cooling boundary condition,142,83.6735,4.1143,4.186546,84.7353,0.177528,68.0137,0.01771894,5
case_03_improved_cooling,Improved cooling boundary condition,143,85.7143,4.1143,4.749682,91.2334,0.194102,69.4884,0.01594736,5
case_03_improved_cooling,Improved cooling boundary condition,144,87.7551,4.1143,4.28859,94.8254,0.182426,68.4628,0.01633412,5
case_03_improved_cooling,Improved cooling boundary condition,145,89.7959,4.1143,4.164861,88.227,0.19353,69.6944,0.01782119,5
case_03_improved_cooling,Improved cooling boundary condition,146,91.8367,4.1143,3.904762,93.5683,0.194982,66.6959,0.01679264,5
case_03_improved_cooling,Improved cooling boundary condition,147,93.8776,4.1143,3.986116,85.1096,0.197078,68.1392,0.01540169,5
case_03_improved_cooling,Improved cooling boundary condition,148,95.9184,4.1143,4.224287,88.2159,0.201779,66.1778,0.01468352,5
case_03_improved_cooling,Improved cooling boundary condition,149,97.9592,4.1143,4.121311,86.076,0.202739,67.9922,0.0164176,5
case_03_improved_cooling,Improved cooling boundary condition,150,100.0,4.1143,3.595733,93.1473,0.210261,67.2488,0.01478765,5
case_03_improved_cooling,Improved cooling boundary condition,151,0.0,6.1714,4.609207,94.0857,0.079451,70.0914,0.01624908,1
case_03_improved_cooling,Improved cooling boundary condition,152,2.0408,6.1714,4.697205,88.0212,0.089465,69.0466,0.01680216,1
case_03_improved_cooling,Improved cooling boundary condition,153,4.0816,6.1714,3.745153,92.5115,0.083973,69.7736,0.01537556,1
case_03_improved_cooling,Improved cooling boundary condition,154,6.1224,6.1714,4.266308,94.2665,0.082904,68.0413,0.01762798,1
case_03_improved_cooling,Improved cooling boundary condition,155,8.1633,6.1714,3.705262,88.4989,0.084459,67.3335,0.01676535,1
case_03_improved_cooling,Improved cooling boundary condition,156,10.2041,6.1714,4.415183,89.2603,0.090972,67.2957,0.0173077,1
case_03_improved_cooling,Improved cooling boundary condition,157,12.2449,6.1714,3.92272,91.6528,0.081312,68.8764,0.01396393,1
case_03_improved_cooling,Improved cooling boundary condition,158,14.2857,6.1714,4.39904,86.5173,0.086151,70.7302,0.01612292,1
case_03_improved_cooling,Improved cooling boundary condition,159,16.3265,6.1714,4.484145,90.3399,0.081041,69.0529,0.0165264,1
case_03_improved_cooling,Improved cooling boundary condition,160,18.3673,6.1714,4.536606,98.0385,0.092784,68.1081,0.01773417,1
case_03_improved_cooling,Improved cooling boundary condition,161,20.4082,6.1714,3.70421,89.4369,0.095907,68.331,0.01868169,2
case_03_improved_cooling,Improved cooling boundary condition,162,22.449,6.1714,4.722207,94.8347,0.090578,68.5194,0.01902711,2
case_03_improved_cooling,Improved cooling boundary condition,163,24.4898,6.1714,3.858462,94.2821,0.102422,70.9883,0.01949184,2
case_03_improved_cooling,Improved cooling boundary condition,164,26.5306,6.1714,3.615633,92.3485,0.096,70.0359,0.0182886,2
case_03_improved_cooling,Improved cooling boundary condition,165,28.5714,6.1714,4.267336,93.9779,0.099768,68.8666,0.02058861,2
case_03_improved_cooling,Improved cooling boundary condition,166,30.6122,6.1714,4.035681,99.3846,0.103943,68.6853,0.02248286,2
case_03_improved_cooling,Improved cooling boundary condition,167,32.6531,6.1714,4.613613,94.9974,0.112232,68.9118,0.01943722,2
case_03_improved_cooling,Improved cooling boundary condition,168,34.6939,6.1714,4.586486,95.1418,0.104874,69.1445,0.0191501,2
case_03_improved_cooling,Improved cooling boundary condition,169,36.7347,6.1714,3.967942,97.7013,0.111981,68.0543,0.01927539,2
case_03_improved_cooling,Improved cooling boundary condition,170,38.7755,6.1714,4.768666,90.44,0.116482,67.5359,0.02056813,2
case_03_improved_cooling,Improved cooling boundary condition,171,40.8163,6.1714,3.934917,87.1287,0.118277,69.7862,0.01976603,3
case_03_improved_cooling,Improved cooling boundary condition,172,42.8571,6.1714,4.217215,96.3673,0.121098,68.5726,0.01805168,3
case_03_improved_cooling,Improved cooling boundary condition,173,44.898,6.1714,3.890895,90.1268,0.124448,69.6834,0.01853192,3
case_03_improved_cooling,Improved cooling boundary condition,174,46.9388,6.1714,4.747437,92.3525,0.121958,70.5192,0.02229431,3
case_03_improved_cooling,Improved cooling boundary condition,175,48.9796,6.1714,3.775833,86.2385,0.133751,69.1674,0.0227106,3
case_03_improved_cooling,Improved cooling boundary condition,176,51.0204,6.1714,3.625077,90.042,0.129427,68.9718,0.02318843,3
case_03_improved_cooling,Improved cooling boundary condition,177,53.0612,6.1714,4.116507,84.6938,0.131813,72.3809,0.02110553,3
case_03_improved_cooling,Improved cooling boundary condition,178,55.102,6.1714,4.818386,88.6628,0.141142,68.788,0.01923406,3
case_03_improved_cooling,Improved cooling boundary condition,179,57.1429,6.1714,4.691559,86.1168,0.136236,67.23,0.01999473,3
case_03_improved_cooling,Improved cooling boundary condition,180,59.1837,6.1714,4.511366,85.282,0.14309,68.2002,0.01832327,3
case_03_improved_cooling,Improved cooling boundary condition,181,61.2245,6.1714,4.690444,87.2768,0.14201,70.3987,0.0181517,4
case_03_improved_cooling,Improved cooling boundary condition,182,63.2653,6.1714,4.693787,80.3031,0.158112,66.9825,0.02069362,4
case_03_improved_cooling,Improved cooling boundary condition,183,65.3061,6.1714,4.222002,84.2668,0.160445,67.6312,0.02096197,4
case_03_improved_cooling,Improved cooling boundary condition,184,67.3469,6.1714,3.966418,91.0635,0.153984,69.8604,0.02291289,4
case_03_improved_cooling,Improved cooling boundary condition,185,69.3878,6.1714,4.540844,89.5414,0.159758,68.2051,0.01965243,4
case_03_improved_cooling,Improved cooling boundary condition,186,71.4286,6.1714,4.401859,84.5647,0.160992,68.3969,0.01752275,4
case_03_improved_cooling,Improved cooling boundary condition,187,73.4694,6.1714,4.039126,90.2418,0.162907,69.8152,0.01914066,4
case_03_improved_cooling,Improved cooling boundary condition,188,75.5102,6.1714,3.687492,85.2502,0.168148,67.6649,0.01864648,4
case_03_improved_cooling,Improved cooling boundary condition,189,77.551,6.1714,4.509076,90.8505,0.170911,66.7606,0.01806364,4
case_03_improved_cooling,Improved cooling boundary condition,190,79.5918,6.1714,3.899076,87.9184,0.168431,66.854,0.01903126,4
case_03_improved_cooling,Improved cooling boundary condition,191,81.6327,6.1714,4.748406,87.1847,0.179041,69.2167,0.01639512,5
case_03_improved_cooling,Improved cooling boundary condition,192,83.6735,6.1714,3.87201,88.0034,0.18133,68.8275,0.01810141,5
case_03_improved_cooling,Improved cooling boundary condition,193,85.7143,6.1714,3.723124,97.28,0.186293,67.6835,0.01855979,5
case_03_improved_cooling,Improved cooling boundary condition,194,87.7551,6.1714,4.615279,85.6654,0.188313,67.1223,0.01937915,5
case_03_improved_cooling,Improved cooling boundary condition,195,89.7959,6.1714,3.761571,89.1138,0.190795,68.1866,0.01737354,5
case_03_improved_cooling,Improved cooling boundary condition,196,91.8367,6.1714,3.794297,91.0554,0.199381,69.8497,0.01812386,5
case_03_improved_cooling,Improved cooling boundary condition,197,93.8776,6.1714,4.323421,84.9519,0.201692,67.5056,0.01553871,5
case_03_improved_cooling,Improved cooling boundary condition,198,95.9184,6.1714,4.670002,82.7403,0.208853,67.7123,0.01538913,5
case_03_improved_cooling,Improved cooling boundary condition,199,97.9592,6.1714,3.815918,86.2163,0.20899,67.0779,0.01750545,5
case_03_improved_cooling,Improved cooling boundary condition,200,100.0,6.1714,3.959358,90.9782,0.209994,68.0648,0.01306298,5
case_03_improved_cooling,Improved cooling boundary condition,201,0.0,8.2286,4.547635,87.1601,0.082827,68.9866,0.01451529,1
case_03_improved_cooling,Improved cooling boundary condition,202,2.0408,8.2286,4.792504,87.5859,0.073008,71.1206,0.01716538,1
case_03_improved_cooling,Improved cooling boundary condition,203,4.0816,8.2286,4.199184,91.6511,0.09028,68.8451,0.0155073,1
case_03_improved_cooling,Improved cooling boundary condition,204,6.1224,8.2286,3.749748,85.7595,0.084114,68.5205,0.01574394,1
case_03_improved_cooling,Improved cooling boundary condition,205,8.1633,8.2286,3.586066,88.4638,0.093071,69.6213,0.01611839,1
case_03_improved_cooling,Improved cooling boundary condition,206,10.2041,8.2286,3.857759,83.7729,0.082313,69.4219,0.01703042,1
case_03_improved_cooling,Improved cooling boundary condition,207,12.2449,8.2286,3.73454,90.6249,0.082899,67.8937,0.018815,1
case_03_improved_cooling,Improved cooling boundary condition,208,14.2857,8.2286,4.422007,90.8945,0.090521,71.3496,0.01889491,1
case_03_improved_cooling,Improved cooling boundary condition,209,16.3265,8.2286,3.721958,93.6302,0.092296,68.5578,0.01783862,1
case_03_improved_cooling,Improved cooling boundary condition,210,18.3673,8.2286,4.206223,87.7403,0.094078,68.8705,0.0197618,1
case_03_improved_cooling,Improved cooling boundary condition,211,20.4082,8.2286,4.442919,92.0787,0.095434,69.2479,0.01892534,2
case_03_improved_cooling,Improved cooling boundary condition,212,22.449,8.2286,4.300415,89.2947,0.094224,69.0006,0.01997725,2
case_03_improved_cooling,Improved cooling boundary condition,213,24.4898,8.2286,3.820126,93.8389,0.092917,70.4151,0.01740728,2
case_03_improved_cooling,Improved cooling boundary condition,214,26.5306,8.2286,4.581288,100.6173,0.102184,67.8756,0.02180321,2
case_03_improved_cooling,Improved cooling boundary condition,215,28.5714,8.2286,4.469551,94.7417,0.098183,69.5222,0.01975453,2
case_03_improved_cooling,Improved cooling boundary condition,216,30.6122,8.2286,4.499245,91.1584,0.100133,68.7782,0.01551293,2
case_03_improved_cooling,Improved cooling boundary condition,217,32.6531,8.2286,3.733577,93.2649,0.106509,69.7584,0.02231736,2
case_03_improved_cooling,Improved cooling boundary condition,218,34.6939,8.2286,3.724378,89.3844,0.112206,68.3195,0.02000908,2
case_03_improved_cooling,Improved cooling boundary condition,219,36.7347,8.2286,4.736755,89.6235,0.120944,68.1552,0.01956172,2
case_03_improved_cooling,Improved cooling boundary condition,220,38.7755,8.2286,4.069253,95.5099,0.119476,69.4525,0.01937936,2
case_03_improved_cooling,Improved cooling boundary condition,221,40.8163,8.2286,3.947551,87.0795,0.123912,69.002,0.02105901,3
